session_id,dialogue_response
482_turn_013,cool3 (cool)
482_turn_014,happy_didthat (are you happy you did that)
482_turn_015,dream_job (what's your dream job)
482_turn_016,change_directions (what made you decide to do that)
482_turn_017,thats_great (that's great)
482_turn_018,family_roleB (how close are you to your family)
482_turn_019,isee_downer (i see)
482_turn_020,tell_about_that (can you tell me about that)
482_turn_021,okay_confirm (okay)
482_turn_022,right2 (right)
482_turn_023,last_argument (when was the last time you argued with someone and what was it about)
482_turn_024,yeah2 (yeah)
482_turn_025,describe_felt (how did you feel in that moment)
482_turn_026,yeah3 (yeah)
482_turn_027,mm (mm)
482_turn_028,downer (okay)
482_turn_029,yeah_downer (yeah)
482_turn_030,mhm (mhm)
482_turn_031,okay_confirm (okay)
482_turn_032,yeah3 (yeah)
482_turn_033,understand (i understand)
482_turn_034,sleep_affects (what are you like when you don't sleep well)
482_turn_035,feel_lately (how have you been feeling lately)
482_turn_036,thats_good (that's good)
482_turn_037,depression_diagnosed (have you been diagnosed with depression)
482_turn_038,happy_lasttime (tell me about the last time you felt really happy)
482_turn_039,good_hear (that's so good to hear)
482_turn_040,mhm (mhm)
482_turn_041,uh_huh (uh huh)
482_turn_042,okay_confirm (okay)
482_turn_043,Ellie17Dec2012_08 (what are you most proud of in your life)
482_turn_044,asked_everything (okay i think i have asked everything i need to)
483_turn_000,where_originally (where are you from originally)
483_turn_001,really (really)
483_turn_002,often_backB (how often do you go back to your hometown)
483_turn_003,why2 (why)
483_turn_004,okay_confirm (okay)
483_turn_005,Ellie17Dec2012_06 (wow)
483_turn_006,mhm (mhm)
483_turn_007,dont_like_LA (what are some things you don't really like about l_a)
483_turn_008,wild_laughter3 ((laughter))
483_turn_009,why2 (why)
483_turn_010,understand (i understand)
483_turn_011,travel_trips (i'd love to hear about one of your trips)
483_turn_012,memorableB (what's one of your most memorable experiences)
483_turn_013,mind (whatever comes to your mind)
483_turn_014,wild_laughter3 ((laughter))
483_turn_015,oh_my_gosh (oh my gosh)
483_turn_016,okay_confirm (okay)
483_turn_017,sounds_interesting (that sounds interesting)
483_turn_018,yeah3 (yeah)
483_turn_019,okay_confirm (okay)
483_turn_020,why2 (why)
483_turn_021,mhm (mhm)
483_turn_022,see_mean (i see what you mean)
483_turn_023,uh_huh (uh huh)
483_turn_024,control_temper (how are you at controlling your temper)
483_turn_025,landed_trouble (has that gotten you in trouble)
483_turn_026,tell_about_that (can you tell me about that)
483_turn_027,last_argument (when was the last time you argued with someone and what was it about)
483_turn_028,mind (whatever comes to your mind)
483_turn_029,uh_huh (uh huh)
483_turn_030,describe_felt (how did you feel in that moment)
483_turn_031,okay_confirm (okay)
483_turn_032,hmm_downer (hmm)
483_turn_033,yeah_downer (yeah)
483_turn_034,mm (mm)
483_turn_035,change_directions (what made you decide to do that)
483_turn_036,okay_confirm (okay)
483_turn_037,yeah_downer (yeah)
483_turn_038,depression_diagnosed (have you been diagnosed with depression)
483_turn_039,when_diagnosed (how long ago were you diagnosed)
483_turn_040,mhm (mhm)
483_turn_041,why_seek_help (what got you to seek help)
483_turn_042,therapy_going (do you still go to therapy now)
483_turn_043,stop_going (why did you stop)
483_turn_044,therapy_useful (do you feel like therapy is useful)
483_turn_045,right2 (right)
483_turn_046,yeah_downer (yeah)
483_turn_047,good_hear (that's so good to hear)
483_turn_048,yeah3 (yeah)
483_turn_049,see_mean (i see what you mean)
483_turn_050,okay_confirm (okay)
483_turn_051,wild_laughter3 ((laughter))
483_turn_052,yeah3 (yeah)
483_turn_053,okay_confirm (okay)
483_turn_054,mm (mm)
483_turn_055,okay_confirm (okay)
483_turn_056,yeah3 (yeah)
483_turn_057,asked_everything (okay i think i have asked everything i need to)
483_turn_058,yeah3 (yeah)
484_turn_000,IntroV4Confirmation (hi i'm ellie thanks for coming in today i was created to talk to people in a safe and secure environment i'm not a therapist but i'm here to learn about people and would love to learn about you i'll ask a few questions to get us started and please feel free to tell me anything your answers are totally confidential are you ok with this)
484_turn_001,really (really)
484_turn_002,mhm (mhm)
484_turn_003,see_mean (i see what you mean)
484_turn_004,travel_changed (what do you enjoy about traveling)
484_turn_005,uh_huh (uh huh)
484_turn_006,nice (nice)
484_turn_007,mhm (mhm)
484_turn_008,thats_great (that's great)
484_turn_009,dream_job (what's your dream job)
484_turn_010,okay_confirm (okay)
484_turn_011,makes_sense (that makes sense)
484_turn_012,mhm (mhm)
484_turn_013,cool3 (cool)
484_turn_014,thats_good (that's good)
484_turn_015,hmm_downer (hmm)
484_turn_016,downer (okay)
484_turn_017,mhm (mhm)
484_turn_018,okay_confirm (okay)
484_turn_019,yeah_downer (yeah)
484_turn_020,makes_sense (that makes sense)
484_turn_021,sorry_hear (i'm sorry to hear that)
484_turn_022,uh_huh (uh huh)
484_turn_023,influence_positive (who's someone that's been a positive influence in your life)
484_turn_024,thats_great (that's great)
484_turn_025,why2 (why)
484_turn_026,understand (i understand)
484_turn_027,symptoms_cope (how do you cope with them)
484_turn_028,mhm (mhm)
484_turn_029,uh_huh (uh huh)
484_turn_030,depression_diagnosed (have you been diagnosed with depression)
484_turn_031,when_diagnosed (how long ago were you diagnosed)
484_turn_032,why_seek_help (what got you to seek help)
484_turn_033,yeah_downer (yeah)
484_turn_034,therapy_useful (do you feel like therapy is useful)
484_turn_035,therapy_changes (what sort of changes have you noticed since you've been going to therapy)
484_turn_036,thats_good (that's good)
484_turn_037,awesome (awesome)
484_turn_038,uh_huh (uh huh)
484_turn_039,okay_confirm (okay)
484_turn_040,okay_confirm (okay)
484_turn_041,good_hear (that's so good to hear)
489_turn_000,thats_good (that's good)
489_turn_001,really (really)
489_turn_002,often_backB (how often do you go back to your hometown)
489_turn_003,compares_LA (how does it compare to l_a)
489_turn_004,why_LA (why did you move to l_a)
489_turn_005,cool3 (cool)
489_turn_006,still_working_on_X (are you still working in that)
489_turn_007,awesome (awesome)
489_turn_008,difficult (how hard is that)
489_turn_009,dream_job (what's your dream job)
489_turn_010,okay_confirm (okay)
489_turn_011,see_mean (i see what you mean)
489_turn_012,travel_shoes (i'm sure you can tell by my shoes i'm not much of a world explorer do you travel a lot)
489_turn_013,travel_changed (what do you enjoy about traveling)
489_turn_014,travel_trips (i'd love to hear about one of your trips)
489_turn_015,nice (nice)
489_turn_016,tell_about_that (can you tell me about that)
489_turn_017,wow (wow)
489_turn_018,uh_huh (uh huh)
489_turn_019,last_argument (when was the last time you argued with someone and what was it about)
489_turn_020,describe_felt (how did you feel in that moment)
489_turn_021,situation_handled (tell me about a situation that you wish you had handled differently)
489_turn_022,hmm_downer (hmm)
489_turn_023,mind (whatever comes to your mind)
489_turn_024,okay_confirm (okay)
489_turn_025,why2 (why)
489_turn_026,see_mean (i see what you mean)
489_turn_027,family_roleB (how close are you to your family)
489_turn_028,thats_great (that's great)
489_turn_029,mind (whatever comes to your mind)
489_turn_030,uh_huh (uh huh)
489_turn_031,okay_confirm (okay)
489_turn_032,sleep_affects (what are you like when you don't sleep well)
489_turn_033,feel_lately (how have you been feeling lately)
489_turn_034,depression_diagnosed (have you been diagnosed with depression)
489_turn_035,happy_lasttime (tell me about the last time you felt really happy)
489_turn_036,thats_good (that's good)
489_turn_037,mhm (mhm)
489_turn_038,feelbadly (tell me about a time when someone made you feel really badly about yourself)
489_turn_039,okay_confirm (okay)
489_turn_040,nice (nice)
489_turn_041,Ellie17Dec2012_07 (what would you say are some of your best qualities)
489_turn_042,okay_confirm (okay)
489_turn_043,uh_huh (uh huh)
489_turn_044,why2 (why)
489_turn_045,see_mean (i see what you mean)
489_turn_046,yeah3 (yeah)
489_turn_047,advice_back (what advice would you give to yourself ten or twenty years ago)
489_turn_048,why2 (why)
489_turn_049,makes_sense (that makes sense)
489_turn_050,okay_confirm (okay)
489_turn_051,mhm (mhm)
489_turn_052,asked_everything (okay i think i have asked everything i need to)
489_turn_053,name_ellie (i'm ellie)
490_turn_000,thats_good (that's good)
490_turn_001,really (really)
490_turn_002,often_backB (how often do you go back to your hometown)
490_turn_003,why2 (why)
490_turn_004,cool3 (cool)
490_turn_005,see_mean (i see what you mean)
490_turn_006,tell_about_that (can you tell me about that)
490_turn_007,mm (mm)
490_turn_008,travel_trips (i'd love to hear about one of your trips)
490_turn_009,nice (nice)
490_turn_010,cool3 (cool)
490_turn_011,mhm (mhm)
490_turn_012,control_temper (how are you at controlling your temper)
490_turn_013,last_argument (when was the last time you argued with someone and what was it about)
490_turn_014,situation_handled (tell me about a situation that you wish you had handled differently)
490_turn_015,give_example (can you give me an example of that)
490_turn_016,okay_confirm (okay)
490_turn_017,hard_decision (how did you decide to do that)
490_turn_018,study (what did you study at school)
490_turn_019,sounds_interesting (that sounds interesting)
490_turn_020,thats_good (that's good)
490_turn_021,okay_confirm (okay)
490_turn_022,family_roleB (how close are you to your family)
490_turn_023,kids_elaborate (tell me about your kids)
490_turn_024,easy_parent (do you find it easy to be a parent)
490_turn_025,parent_hardest (what's the hardest thing about being a parent)
490_turn_026,yeah3 (yeah)
490_turn_027,parent_differences (what are some ways that you're different as a parent than your parents)
490_turn_028,influence_positive (who's someone that's been a positive influence in your life)
490_turn_029,tell_about_that (can you tell me about that)
490_turn_030,good_hear (that's so good to hear)
490_turn_031,sleep_affects (what are you like when you don't sleep well)
490_turn_032,mhm (mhm)
490_turn_033,thats_great (that's great)
490_turn_034,uh_huh (uh huh)
490_turn_035,depression_diagnosed (have you been diagnosed with depression)
490_turn_036,happy_lasttime (tell me about the last time you felt really happy)
490_turn_037,BF_describe (how would your best friend describe you)
490_turn_038,okay_confirm (okay)
490_turn_039,mm (mm)
490_turn_040,advice_back (what advice would you give to yourself ten or twenty years ago)
490_turn_041,mhm (mhm)
490_turn_042,okay_confirm (okay)
490_turn_043,cool3 (cool)
490_turn_044,thats_great (that's great)
492_turn_000,thats_good (that's good)
492_turn_001,long_time (that's a long time)
492_turn_002,often_backB (how often do you go back to your hometown)
492_turn_003,why2 (why)
492_turn_004,understand (i understand)
492_turn_005,mhm (mhm)
492_turn_006,happy_didthat (are you happy you did that)
492_turn_007,like_about_LA (what are some things you really like about l_a)
492_turn_008,uh_huh (uh huh)
492_turn_009,dont_like_LA (what are some things you don't really like about l_a)
492_turn_010,see_mean (i see what you mean)
492_turn_011,okay_confirm (okay)
492_turn_012,sounds_interesting (that sounds interesting)
492_turn_013,uh_huh (uh huh)
492_turn_014,cool3 (cool)
492_turn_015,tell_about_that (can you tell me about that)
492_turn_016,thats_good (that's good)
492_turn_017,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
492_turn_018,bouts_symptoms (when was the last time that happened)
492_turn_019,okay_confirm (okay)
492_turn_020,wow (wow)
492_turn_021,yeah_downer (yeah)
492_turn_022,see_mean (i see what you mean)
492_turn_023,okay_confirm (okay)
492_turn_024,thats_good (that's good)
492_turn_025,mhm (mhm)
492_turn_026,okay_confirm (okay)
492_turn_027,right2 (right)
492_turn_028,mm (mm)
492_turn_029,influence_positive (who's someone that's been a positive influence in your life)
492_turn_030,mhm (mhm)
492_turn_031,easy_sleep (how easy is it for you to get a good night's sleep)
492_turn_032,feel_lately (how have you been feeling lately)
492_turn_033,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
